Text,agg_Label,Cluster,Predicted Sentiment,Real Sentiment
mikey im bored,0,Cluster 1,Negative,Negative
ya could hit aim cause mad bored nuttin,0,Cluster 1,Negative,Neutral
quitsmokingdiary weeks tomorrow since giving yaaaaaayy dont want talk,0,Cluster 1,Negative,Neutral
already crazy morning,0,Cluster 1,Negative,Negative
sephora sale im broke life isnt fair,0,Cluster 1,Negative,Neutral
wish hadnt,0,Cluster 1,Negative,Positive
finally made jp licks coolidge corner oreo soft serve httptwitpiccomwpe,0,Cluster 1,Negative,Neutral
hello hows life side screen,0,Cluster 1,Negative,Neutral
going crazy pain unbearable got ta wait till thursday,0,Cluster 1,Negative,Neutral
made parents add u guys family myspacethey impressed song,0,Cluster 1,Negative,Neutral
received excellent birthday presents party usual success,0,Cluster 1,Negative,Positive
nothin better ridin car sister blasting th cb lady gaga loud cant hear screamin lyrics,0,Cluster 1,Negative,Neutral
early wishes could sleep today,0,Cluster 1,Negative,Neutral
took ic photolooks good httptweetsg,0,Cluster 1,Negative,Neutral
would dont know phone,0,Cluster 1,Negative,Neutral
aww man arrived howto guideless,0,Cluster 1,Negative,Neutral
tweep tweep haha,0,Cluster 1,Negative,Positive
anyone update photowalkingutah google calendar photowalks looks like ive missed,0,Cluster 1,Negative,Neutral
ahh thats go year old fact good old radio one exams tomorrow,0,Cluster 1,Negative,Neutral
havent one week really mean joke played,0,Cluster 1,Negative,Positive
hear sister,0,Cluster 1,Negative,Neutral
soooooooooo win powerball jackpot impose formidable upon weather,0,Cluster 1,Negative,Neutral
u bring like team,0,Cluster 1,Negative,Positive
get better,0,Cluster 1,Negative,Positive
hate,0,Cluster 1,Negative,Negative
love mom shes best mom planet,0,Cluster 1,Negative,Positive
inthebattle really cute one favorites,0,Cluster 1,Negative,Positive
def rubbish tonight,0,Cluster 1,Negative,Neutral
expected silverlight content vine site httpwwwvinenetdefaultaspx realized reach flash lol,0,Cluster 1,Negative,Neutral
okim jealousi wish bed,0,Cluster 1,Negative,Neutral
buchers class cried,0,Cluster 1,Negative,Negative
im going inlaws tonight hopefully new niece needs kids inlaws,0,Cluster 1,Negative,Neutral
im struggling todaynola woke im running sleep,0,Cluster 1,Negative,Neutral
agrees,0,Cluster 1,Negative,Positive
loves new twitter backgroundmy two heroswichita kraussey haha,0,Cluster 1,Negative,Positive
ahh yes obligations vampire kept away twitterbut im back try update much possiblei lost donor,0,Cluster 1,Negative,Neutral
would im afraid got two left feet,0,Cluster 1,Negative,Neutral
heyyy whered tweet go shouts bc lists always amazing,0,Cluster 1,Negative,Neutral
open office writer weird need word open word documents correctly,0,Cluster 1,Negative,Neutral
recommended net guess since bought something featured hopefully brings business,0,Cluster 1,Negative,Neutral
going bed busy day tomorrowhappy mothers day madre te amo,0,Cluster 1,Negative,Neutral
haha im convinced youd great,0,Cluster 1,Negative,Positive
lesson finally done tomorrow morning looking forward speaking high schoolers dating,0,Cluster 1,Negative,Neutral
got home partyyyy good time cant wait birthday days,0,Cluster 1,Negative,Neutral
ate chipolte ate usually im ew full content full ew full,0,Cluster 1,Negative,Neutral
talking today oh godness problems problems problems love money math parentsthats enough,0,Cluster 1,Negative,Positive
almost done first day spai missed place headed fort collins close casa de kent,0,Cluster 1,Negative,Neutral
low point poor pigeon outside building isnt capable flying wandering sidewalk sad,0,Cluster 1,Negative,Negative
yeah tragic need haircut,0,Cluster 1,Negative,Positive
wishing laying side wasnt comfortable position tired laying,0,Cluster 1,Negative,Positive
hate pc,0,Cluster 1,Negative,Negative
httptwitpiccomjbba ohhh someone likes play food heehee,0,Cluster 1,Negative,Positive
cool,0,Cluster 1,Negative,Positive
im actually starting quite like lily allen music honest,0,Cluster 1,Negative,Neutral
thats great forced miss leave work,0,Cluster 1,Negative,Positive
like,0,Cluster 1,Negative,Positive
refusing accept us holiday heading woodies longboard diner um hove,0,Cluster 1,Negative,Positive
success much grumbling abt always waste money useless gifts mum sees ipod nano loves,0,Cluster 1,Negative,Positive
adam samberg new moon trailor good evening bad cable friday,0,Cluster 1,Negative,Neutral
woke early dang man know im going back sleep,0,Cluster 1,Negative,Neutral
hearing susan boyle sing came beautiful person id ever seen feel bad first impression though,0,Cluster 1,Negative,Neutral
watched star trek well done think im see wants join,0,Cluster 1,Negative,Neutral
mcfly lol nah course youll get dvd first since youve already ordered ill sign bebo tuesday lol,0,Cluster 1,Negative,Neutral
u watch hills london u realise tourture weeks weeks late watch itonlinelol,0,Cluster 1,Negative,Neutral
two loads moving crews done started im done day bad ac doesnt work new place oh life,0,Cluster 1,Negative,Neutral
yeah sad,0,Cluster 1,Negative,Negative
diego know lo ame jack,0,Cluster 1,Negative,Neutral
congratulationskeep us posted things go,0,Cluster 1,Negative,Neutral
pretty good kind depressing though,0,Cluster 1,Negative,Positive
everybody awake well everybody u know mean friends haha im fun aiming,0,Cluster 1,Negative,Positive
great night,0,Cluster 1,Negative,Positive
heyy im feeling good cuz wat happened yesterday car accdentt,0,Cluster 1,Negative,Neutral
well lol,0,Cluster 1,Negative,Positive
waiting cue kenny,0,Cluster 1,Negative,Neutral
oh godddd coughed little bit taco,0,Cluster 1,Negative,Neutral
httptwitpiccomjeij new forest hoping walk would lose pounds,0,Cluster 1,Negative,Neutral
yep think might made decision go head first may witnessing historical moment real talk,0,Cluster 1,Negative,Neutral
ran hair first spiderweb full baby spidersi almost set hair fire get rid almost,0,Cluster 1,Negative,Neutral
unfortunately didnt purpose itunes shuffle followed dreadzone liferuin musictrauma,0,Cluster 1,Negative,Neutral
mmmm macrina bakery,0,Cluster 1,Negative,Neutral
got haircut happy,0,Cluster 1,Negative,Positive
already misses dunhams,0,Cluster 1,Negative,Neutral
laughed today hopeful things,0,Cluster 1,Negative,Positive
cakes sure look good took one ok ummm good tks,0,Cluster 1,Negative,Positive
amazing time,0,Cluster 1,Negative,Positive
wow awesome review carry everywhere laminate read downjust plain cool,0,Cluster 1,Negative,Positive
listening sweet talk cute aim considering taking gameboy color miss chiptune,0,Cluster 1,Negative,Neutral
watching mens volleyball tv reason good womens beach volleyball cant quite place,0,Cluster 1,Negative,Neutral
man aint without vs presence minutei feel like lil kid momma,0,Cluster 1,Negative,Neutral
helloim back andim drunk much asi love friendsi hate unintentionally make feel inadequateineedhelp,0,Cluster 1,Negative,Positive
youre welcome wonderful day stayin outta trouble ready crash party lol,0,Cluster 1,Negative,Positive
millenia mom think category,0,Cluster 1,Negative,Neutral
sounds like great way start mothers day enjoy day,0,Cluster 1,Negative,Positive
sooo waking way back sb good night america,0,Cluster 1,Negative,Neutral
love guys get australia december birthday,0,Cluster 1,Negative,Neutral
really fancy frappuccino starbucks right,0,Cluster 1,Negative,Neutral
sad economy heard another friend losing job sad reminder,0,Cluster 1,Negative,Negative
ok thunder scaring,0,Cluster 1,Negative,Positive
least next year big wide world,0,Cluster 1,Negative,Neutral
love read love film making,0,Cluster 1,Negative,Positive
hate tweetdeck reaches access limits,0,Cluster 1,Negative,Positive
next weeks exam wise awful exams dont see adequately revise care least,0,Cluster 1,Negative,Positive
haha ashley tisdale,0,Cluster 1,Negative,Positive
dang miss goodnight,0,Cluster 1,Negative,Neutral
today better panda eally cheer dont know happy like legit happy,0,Cluster 1,Negative,Positive
time,0,Cluster 1,Negative,Neutral
tummy hurts blame last nights chinese food,0,Cluster 1,Negative,Negative
glad nice gray skies rainy wisconsin,0,Cluster 1,Negative,Positive
mmmm yes please,0,Cluster 1,Negative,Positive
forwarded email cool science event canberra friend thought sydney trekked wrong place,0,Cluster 1,Negative,Neutral
ah finished making tea tomorrow night,0,Cluster 1,Negative,Neutral
one moment woke,0,Cluster 1,Negative,Neutral
look choke talks,0,Cluster 1,Negative,Negative
themovie thats get writing halloween interview w danielle harris darn late contest,0,Cluster 1,Negative,Neutral
slept missed bus train delayed doesnt stop stop late work heelllll,0,Cluster 1,Negative,Positive
keep getting pet days heard weekend fab wedding soon,0,Cluster 1,Negative,Neutral
law attraction assembly action required u asked enter medical school u still need fill application,0,Cluster 1,Negative,Neutral
actually drove today incidents report quote ice cube today good day,0,Cluster 1,Negative,Neutral
conference call arranged pm today blew leaving early window,0,Cluster 1,Negative,Neutral
want another shake ritasbadly,0,Cluster 1,Negative,Positive
sara im sitting bus dublin listen tokio hotelredenand must laughyou know,0,Cluster 1,Negative,Neutral
days text messages month,0,Cluster 1,Negative,Neutral
upi need coffee butget readystart new day lie,0,Cluster 1,Negative,Neutral
im fat sad puffyn,0,Cluster 1,Negative,Negative
sadly robot songs library,0,Cluster 1,Negative,Neutral
good luck still get wireless working post,0,Cluster 1,Negative,Positive
earthlink says modem dead want buy new one sign one year contract argh,0,Cluster 1,Negative,Neutral
yes imagine need morning coffee otherwise function good relaxing sunday,0,Cluster 1,Negative,Positive
come add new twitter fans,0,Cluster 1,Negative,Neutral
currently costa coffee im liking place sat business lounge ooo businessy today,0,Cluster 1,Negative,Neutral
last night sucked many bad dreams spiders rogue octupi,0,Cluster 1,Negative,Positive
gal course cough mean hours extra testing debugging time,0,Cluster 1,Negative,Neutral
would fun soooo tired yesterday long day office dinner crashed,0,Cluster 1,Negative,Neutral
httptwitpiccomvisl wow looks incredible wicked job butterflies theyre fantastic,0,Cluster 1,Negative,Positive
omg taylors london near scotland please come visit glasgow,0,Cluster 1,Negative,Neutral
want hear something funny im radio right,0,Cluster 1,Negative,Neutral
agree like new pic,0,Cluster 1,Negative,Positive
yay st louis traffic,0,Cluster 1,Negative,Positive
yeah daw awww wear mask na,0,Cluster 1,Negative,Neutral
seems grandmother found way break pipe house going go fix blur woman,0,Cluster 1,Negative,Neutral
blow away raining harder yay well done,0,Cluster 1,Negative,Positive
boo got rained beach,0,Cluster 1,Negative,Neutral
drinking lemsip cause apaently need ittt im sick,0,Cluster 1,Negative,Neutral
watching season episode house bed great bedtime story,0,Cluster 1,Negative,Neutral
would awesome think hate expensive phones,0,Cluster 1,Negative,Positive
masson ill give link quite handy,0,Cluster 1,Negative,Neutral
try thinking something calm peaceful relaxing beach,0,Cluster 1,Negative,Positive
im watching th harry potter movieee,0,Cluster 1,Negative,Neutral
stepbystep im leaving behind,0,Cluster 1,Negative,Neutral
thought cavs would crush magic come home north realize wrong,0,Cluster 1,Negative,Neutral
based similarity may th may force today star wars day,0,Cluster 1,Negative,Neutral
exciting week,0,Cluster 1,Negative,Positive
hey thank youx youre welcome must say love travel momentx,0,Cluster 1,Negative,Positive
ran mile mcdonalds ran mile back would burn double sausage egg mcmuffin lol,0,Cluster 1,Negative,Neutral
httptwitpiccomhz raining chocolate world,0,Cluster 1,Negative,Neutral
smell pancakesor maybe toast something delicious one place cooking,0,Cluster 1,Negative,Neutral
come cold days ago wicked nice feel like need winter coat back,0,Cluster 1,Negative,Neutral
gutted isnt going tonight,0,Cluster 1,Negative,Neutral
wikileaks geht wieder super wikileaks online,0,Cluster 1,Negative,Neutral
three hours hair still wont straight,0,Cluster 1,Negative,Neutral
could post link internet version times read pllleeeaaassseeeeee,0,Cluster 1,Negative,Neutral
want real keys back,0,Cluster 1,Negative,Neutral
cause theres party,0,Cluster 1,Negative,Positive
quiet twitterland day,0,Cluster 1,Negative,Neutral
friday night working,0,Cluster 1,Negative,Neutral
chloe yes youtube may th made feel x better halarious,0,Cluster 1,Negative,Neutral
way home prom fun,0,Cluster 1,Negative,Positive
eagle dont ship japan,0,Cluster 1,Negative,Neutral
fully yelled saying dnt fcking stupid grow stop band throws remote thnks love u,0,Cluster 1,Negative,Neutral
live live dj jayem bb esr click httpwwwkrisisdnbcomlistenasx,0,Cluster 1,Negative,Neutral
lol haha fresh death lol ha ha love miss u id almost given u cuz u nvr respond u today luv u,0,Cluster 1,Negative,Positive
sorry hear parvo good vibes comming way,0,Cluster 1,Negative,Neutral
im twitter mobile confusin lol im knda slow,0,Cluster 1,Negative,Neutral
oh makes sense well officially first celebrity,0,Cluster 1,Negative,Neutral
wanting go apparently ones available,0,Cluster 1,Negative,Neutral
gloomy day cant stop bliss hope ronaldo score derby match today,0,Cluster 1,Negative,Positive
woo hoo time play name twune,0,Cluster 1,Negative,Positive
thank sana matanggap ako httpplurkcompxyts,0,Cluster 1,Negative,Neutral
nearly fell asleep jolted bed massive panic attack im sure sleep,0,Cluster 1,Negative,Positive
wow drank drink water ice cubes took ages melt brian freeze,0,Cluster 1,Negative,Neutral
ya know today sucks raining possibility magic friday whats goin tonight,0,Cluster 1,Negative,Neutral
cant believe closing moro ive never chance see show good luck everyone stars,0,Cluster 1,Negative,Neutral
really degrees high im way work hagg lake tomorrow going especially bomb sauce,0,Cluster 1,Negative,Neutral
hell lot say shouldnt complain theese days help case,0,Cluster 1,Negative,Positive
nice big bedipod playsoft music flowinsooooon fancys dream land,0,Cluster 1,Negative,Neutral
stupid freshmen ruined theatre class dont get play warmup games rest school year,0,Cluster 1,Negative,Negative
k good question could,0,Cluster 1,Negative,Positive
p danica team end world hopes great race,0,Cluster 1,Negative,Positive
hopefully today work favor,0,Cluster 1,Negative,Positive
good day work lots sales boss foot shes nice person dont like boss bugging,0,Cluster 1,Negative,Neutral
pictures bliss jpeg format sorry message board terminology u dont play wus boards,0,Cluster 1,Negative,Neutral
last tonight show jay leno tonight,0,Cluster 1,Negative,Neutral
still feeling blah gave biiiiig dose insulin needed hours ago im take last exam junior year,0,Cluster 1,Negative,Neutral
hear tonight last jleno show,0,Cluster 1,Negative,Neutral
watching downstairs getting ready bed piano morning,0,Cluster 1,Negative,Neutral
mind calm heart happy life good would ok took breath away,0,Cluster 1,Negative,Positive
homeless afterjune st,0,Cluster 1,Negative,Neutral
haz beer oh wait im work,0,Cluster 1,Negative,Neutral
love thy self keep simple learn tai chi aims today beat ankle less swollen negotiation vacation,0,Cluster 1,Negative,Neutral
finished lunch,0,Cluster 1,Negative,Neutral
dream last night singing first avid dream crooning away,0,Cluster 1,Negative,Positive
going grandpas place lunch celebrate th found changed chinese buffet bringing gasx,0,Cluster 1,Negative,Neutral
heyyhooheyhey,0,Cluster 1,Negative,Neutral
ooh like im planning spending night well,0,Cluster 1,Negative,Neutral
let,0,Cluster 1,Negative,Neutral
chillin christina diana,0,Cluster 1,Negative,Neutral
trued rim im getting good oo,0,Cluster 1,Negative,Neutral
know loved,0,Cluster 1,Negative,Positive
omg rated stars,0,Cluster 1,Negative,Neutral
cat fell bed lmfao bless got fright,0,Cluster 1,Negative,Positive
ill try thanks,0,Cluster 1,Negative,Positive
interesting day yesterday wondering today crazy hope still diggin spartacus aka mikee,0,Cluster 1,Negative,Neutral
last blog httpblogspiritualsmartscom published web digest weekly next issue,0,Cluster 1,Negative,Neutral
babysitting tonight miss kid,0,Cluster 1,Negative,Neutral
told would sweep haha p,0,Cluster 1,Negative,Neutral
follow u lol,0,Cluster 1,Negative,Positive
happy help,0,Cluster 1,Negative,Positive
riding time dismal rainy weeks havent able make go gym instead,0,Cluster 1,Negative,Neutral
macbook dying switching iphone,0,Cluster 1,Negative,Neutral
oddos grandfather passed away sleep,0,Cluster 1,Negative,Neutral
going texas days eeekkkk,0,Cluster 1,Negative,Neutral
ow hurts,0,Cluster 1,Negative,Negative
none thoughts make sense im sober,0,Cluster 1,Negative,Neutral
cool looking forward san francisco really nice didnt make napa though maybe next time,0,Cluster 1,Negative,Neutral
time take astronomy test,0,Cluster 1,Negative,Neutral
im still thinking fkc meal missed yesterday,0,Cluster 1,Negative,Neutral
bummer going try make commitments im afraid got way next time hopefully,0,Cluster 1,Negative,Neutral
kind help need machine embroidery may bea able help,0,Cluster 1,Negative,Positive
twitter tweet tweet,0,Cluster 1,Negative,Neutral
britains got good weather wish,0,Cluster 1,Negative,Positive
really sure need deposit save money,0,Cluster 1,Negative,Positive
awww,0,Cluster 1,Negative,Neutral
lost link sent pull battery,0,Cluster 1,Negative,Neutral
goodmorning hope everyone beautiful day today x,0,Cluster 1,Negative,Positive
english well parts weather obsession,0,Cluster 1,Negative,Positive
bunuelos huge hit skip shopping afterwards lets see kind trouble get,0,Cluster 1,Negative,Positive
watching missy elliot video collection sad told looked like high school,0,Cluster 1,Negative,Neutral
love,0,Cluster 1,Negative,Positive
thanks shout outyou might right starving thing little lol,0,Cluster 1,Negative,Positive
trudys burnetthe one north one goes,0,Cluster 1,Negative,Neutral
relaxing timea movie treats,0,Cluster 1,Negative,Positive
wasnt near,0,Cluster 1,Negative,Neutral
ie nearing according stats ff adoption rate amazes,0,Cluster 1,Negative,Neutral
hey call week got ta go hang could use destress,0,Cluster 1,Negative,Neutral
changed mind dammit tsar change mind time without prior notice,0,Cluster 1,Negative,Neutral
frank black wifey show aaaaaaaaaamazing sd trip made,0,Cluster 1,Negative,Neutral
internet like th grade fast dieing,0,Cluster 1,Negative,Neutral
pages im done eclipse,0,Cluster 1,Negative,Neutral
playing machines actinggg,0,Cluster 1,Negative,Neutral
tired didnt really exciting saturday oh well hope better tomorrow,0,Cluster 1,Negative,Positive
woo hoo congratulations,0,Cluster 1,Negative,Positive
day going way fast,0,Cluster 1,Negative,Neutral
hey whats u like new episode jonas,0,Cluster 1,Negative,Neutral
would love slice summer pipers lemonade stand think could jump trampoline,0,Cluster 1,Negative,Neutral
words perfect run right,0,Cluster 1,Negative,Positive
powerdvd doesnt want play pushing daisies dvd want screenies make icons copy protection gone bonkers,0,Cluster 1,Negative,Neutral
coleman looks little fried fun paul,0,Cluster 1,Negative,Neutral
yes change name settings,0,Cluster 1,Negative,Neutral
getting excited weekendor hang going alone never mind excitement lost,0,Cluster 1,Negative,Positive
sick doesnt seem like im getting better,0,Cluster 1,Negative,Positive
sold stores dont think,0,Cluster 1,Negative,Neutral
cont right fake btches shouldnt mess real ones ahhh love real btches excite,0,Cluster 1,Negative,Positive
head hurts beyond much,0,Cluster 1,Negative,Negative
really cuz kccom said releasd n main station doesnt even hav,0,Cluster 1,Negative,Neutral
work really slow beautiful day friday,0,Cluster 1,Negative,Neutral
thank sister,0,Cluster 1,Negative,Positive
lucky winter coming us,0,Cluster 1,Negative,Neutral
sister suppose meeting today birmingham please reschedule,0,Cluster 1,Negative,Neutral
nah single person posts tweets day hard cope android phone im unable filter,0,Cluster 1,Negative,Neutral
haha happy star wars day may th clever,0,Cluster 1,Negative,Positive
dont see u see listed cause dont,0,Cluster 1,Negative,Neutral
wish dallas kiddnation family,0,Cluster 1,Negative,Neutral
please please please please let match cancelled today please,0,Cluster 1,Negative,Positive
tryin figure direct message gettin frustrated,0,Cluster 1,Negative,Neutral
way see star trek,0,Cluster 1,Negative,Neutral
home alone much,0,Cluster 1,Negative,Negative
cereal doesnt come toys anymore jus thinkin buyin wrong kinds say aint mo,0,Cluster 1,Negative,Neutral
sunburned venice watching fred claussuch excitement,0,Cluster 1,Negative,Neutral
kristen miss,0,Cluster 1,Negative,Negative
darts lunch horse brass beer httpbmapus,0,Cluster 1,Negative,Neutral
put computer craigslist ive case monitor speakers years,0,Cluster 1,Negative,Neutral
melbourne sounds good say hi run im always always coffee,0,Cluster 1,Negative,Neutral
lol year born lol,0,Cluster 1,Negative,Positive
miss rich,0,Cluster 1,Negative,Positive
dont know today amazing weather im sitting great,0,Cluster 1,Negative,Positive
think like httpbitlylzrpc,0,Cluster 1,Negative,Positive
hello new maccy welcome new home,0,Cluster 1,Negative,Neutral
make queef,0,Cluster 1,Negative,Neutral
im sorryyyyyy ill home fast possible meeting,0,Cluster 1,Negative,Neutral
properly dragged week,0,Cluster 1,Negative,Neutral
radiator boiled,0,Cluster 1,Negative,Neutral
makes sense id totally show girlfriend asking wear high school prom dress,0,Cluster 1,Negative,Neutral
burgers found new old camera play though thats excellent,0,Cluster 1,Negative,Neutral
happy see kurt spin,0,Cluster 1,Negative,Positive
know probs driving bit always gets time ac year bit sea going aber,0,Cluster 1,Negative,Neutral
im dire need second job hear anything nightlife food service please please please think,0,Cluster 1,Negative,Neutral
done time finally start shuting,0,Cluster 1,Negative,Neutral
oh girl get baby going bed pm,0,Cluster 1,Negative,Neutral
currency dropping like nobodies business good time going overseas httpisgdjsgl,0,Cluster 1,Negative,Neutral
going head bed finallygoodnight hopefully dreams consist ravishing things zachary quinto,0,Cluster 1,Negative,Neutral
l got excited thought exhibit sydney,0,Cluster 1,Negative,Neutral
day like,0,Cluster 1,Negative,Positive
traffic backed inbound lincoln tunnel,0,Cluster 1,Negative,Neutral
haavent read paper yet magic loss get watch game last night know lost,0,Cluster 1,Negative,Neutral
graphic designshould making business cardbut im twitter,0,Cluster 1,Negative,Neutral
thank proving point,0,Cluster 1,Negative,Positive
im glad got cleared lah idk linda hates though,0,Cluster 1,Negative,Positive
adam lambert rocks must win american idol,0,Cluster 1,Negative,Neutral
eating oreos milk,0,Cluster 1,Negative,Neutral
twitter sooo quiet today,0,Cluster 1,Negative,Neutral
fix bike chain way workarrived filthy bloody mess lovely weather though,0,Cluster 1,Negative,Positive
texted hope know favorite,0,Cluster 1,Negative,Positive
ok twitter show,0,Cluster 1,Negative,Positive
field day gt classnot winning,0,Cluster 1,Negative,Positive
morning yall looking forward nice bbq today everyone follow please,0,Cluster 1,Negative,Neutral
indeed made life,0,Cluster 1,Negative,Neutral
stress mood,0,Cluster 1,Negative,Negative
long goin sprints,0,Cluster 1,Negative,Neutral
youre phone,0,Cluster 1,Negative,Neutral
much blipping lately ill get onto,0,Cluster 1,Negative,Neutral
hot done late spring cleaning settle book barely read left glasses mums,0,Cluster 1,Negative,Neutral
ew used get suicides high school mix like sodas together drink think remember enjoying,0,Cluster 1,Negative,Neutral
wish could enjoy girls day,0,Cluster 1,Negative,Positive
platypuses mammals lay eggs,0,Cluster 1,Negative,Neutral
well miss lucky edmontonians,0,Cluster 1,Negative,Positive
wow shabu himym really feels comforting,0,Cluster 1,Negative,Positive
cleaning house,0,Cluster 1,Negative,Neutral
shes hot w unknown followers ive got quite clue theyre following,0,Cluster 1,Negative,Neutral
woohoo nothing says hot date night squeegee lol im watching dora noggin yr girl hubs work,0,Cluster 1,Negative,Neutral
darn keep forgetting darn dms,0,Cluster 1,Negative,Neutral
listening musicfeeling kind,0,Cluster 1,Negative,Positive
nice yo live buddy,0,Cluster 1,Negative,Neutral
thank good sir surprisingly good afternoon productive,0,Cluster 1,Negative,Positive
hey anymore im back,0,Cluster 1,Negative,Neutral
could bought vespa amount money spent,0,Cluster 1,Negative,Neutral
learning jerk stanky leg sunset cliffs headlights spotlight colorado fam,0,Cluster 1,Negative,Neutral
guys absolutely amazing tonight always thanks always bringing dance party,0,Cluster 1,Negative,Positive
httptwitpiccomjjy morning view back deck,0,Cluster 1,Negative,Neutral
anh hmm tasty going curry rice peas probably,0,Cluster 1,Negative,Neutral
early morning golf sunny day,0,Cluster 1,Negative,Neutral
enjoying cold raininy boston day think new metal back doesnt like getting wet,0,Cluster 1,Negative,Neutral
lala little girl love new songs ive answered u love freaky twitter guys,0,Cluster 1,Negative,Positive
hangover today,0,Cluster 1,Negative,Neutral
haha playing fall boy bar full older people theys need educate,0,Cluster 1,Negative,Neutral
fact apparently first follower um embarrassed,0,Cluster 1,Negative,Neutral
finally back dinner party fun alice wine proposedwere getting married next week may th,0,Cluster 1,Negative,Neutral
watching steel magnolias going bed babysit one tomorrow give mommy gift night peacelovejonas,0,Cluster 1,Negative,Neutral
thank hope turns top week,0,Cluster 1,Negative,Positive
get fired hugs,0,Cluster 1,Negative,Positive
naplan testing tuesday wednesday thursday im afraid maths one english much,0,Cluster 1,Negative,Neutral
bored homework done masters program friday nite wit nutin,0,Cluster 1,Negative,Neutral
bif doesnt come far enough south,0,Cluster 1,Negative,Neutral
well arent normal cant drive mexico dairy queens,0,Cluster 1,Negative,Neutral
slept entirely long nap long enough time,0,Cluster 1,Negative,Neutral
found exit take thanks,0,Cluster 1,Negative,Neutral
thanks recommendation following,0,Cluster 1,Negative,Positive
rest day,0,Cluster 1,Negative,Neutral
missing tampa,0,Cluster 1,Negative,Negative
httptwitpiccomjcxr meann look found lol,0,Cluster 1,Negative,Neutral
dreamer wow still havent gotten,0,Cluster 1,Negative,Neutral
dollarama wish new job,0,Cluster 1,Negative,Neutral
ouch picking nose count,0,Cluster 1,Negative,Neutral
tgif dont like hour workdays need stand run around much sitting plus honest ade tea day yay,0,Cluster 1,Negative,Neutral
wow cant believe monday already hope everyone well today,0,Cluster 1,Negative,Positive
hoping day gets better,0,Cluster 1,Negative,Positive
car broke time start looking getting another one thing another,0,Cluster 1,Negative,Neutral
garden attacked bugs came inside,0,Cluster 1,Negative,Neutral
sorry guys drop trip personal commitments,0,Cluster 1,Negative,Positive
soooo sleepy got ta finish game lol gettt cavs whoop whoop,0,Cluster 1,Negative,Neutral
boo cant sleep saying hi random people,0,Cluster 1,Negative,Neutral
looking new beard fell window bright green ones time,0,Cluster 1,Negative,Neutral
im feeling better something tummy,0,Cluster 1,Negative,Positive
juz donated booksmags charity feel good gave good workout heavy lifting,0,Cluster 1,Negative,Positive
month ahaha dunno go tomorrow lmao cause went today freakin filipino parents aha,0,Cluster 1,Negative,Neutral
thumb hurts breaking nail,0,Cluster 1,Negative,Negative
yea say something great hear ukrainian,0,Cluster 1,Negative,Neutral
awww thank youre welcome lol,0,Cluster 1,Negative,Positive
drank sly didnt thats youre asking know,0,Cluster 1,Negative,Neutral
said im til later enjoy day everyone,0,Cluster 1,Negative,Neutral
going disney world lucky,0,Cluster 1,Negative,Neutral
feel useless dont know right im bored,0,Cluster 1,Negative,Neutral
ugh cramps hot,0,Cluster 1,Negative,Negative
getting ready graduation party id much rather hello marquee dane cook,0,Cluster 1,Negative,Neutral
yeah suppose,0,Cluster 1,Negative,Positive
think come back brisbane australia loved,0,Cluster 1,Negative,Neutral
youre watching fireprof,0,Cluster 1,Negative,Neutral
time halo,0,Cluster 1,Negative,Neutral
hate snood lol sorrry dont know people play,0,Cluster 1,Negative,Positive
educator thanks photos look great ill comment asap,0,Cluster 1,Negative,Positive
would done legless stillborn spaniels idea sad yrs later strawberries dead puppies,0,Cluster 1,Negative,Neutral
hand hurts,0,Cluster 1,Negative,Positive
best bike best guy love ducati sound think unnecessary ask ride nice vid,0,Cluster 1,Negative,Positive
screw goin back bedill go tomorrow kinda sad,0,Cluster 1,Negative,Neutral
okay im seriously bored nothing cant go cause raining,0,Cluster 1,Negative,Neutral
good night peeps give moms greatest love,0,Cluster 1,Negative,Positive
john present ever even online edumedia,0,Cluster 1,Negative,Neutral
dang voice wont came snots covering tissues dangit hate flu,0,Cluster 1,Negative,Neutral
ecaytrade people said youd come stuff bugs people noshow,0,Cluster 1,Negative,Neutral
watching killers jr awesome late though cut programme mid song twas favourite,0,Cluster 1,Negative,Positive
tiffany already ten minutes late reading flowers attic late breakfast starbucks listening waking vegas,0,Cluster 1,Negative,Neutral
get airbrushed soon put dress messed littleeerrrr,0,Cluster 1,Negative,Neutral
weekend also great two friends julia four days,0,Cluster 1,Negative,Positive
one days pray get better,0,Cluster 1,Negative,Positive
hmm okayy im really sorry hear thikn would done,0,Cluster 1,Negative,Neutral
done classes packing atlanits hope mileys,0,Cluster 1,Negative,Neutral
days allweb im still tired,0,Cluster 1,Negative,Neutral
study later guys,0,Cluster 1,Negative,Neutral
parts starting feel effects tanning,0,Cluster 1,Negative,Neutral
ichigo good pingpooping outside used fact doesnt sister lonely puppy,0,Cluster 1,Negative,Neutral
ahh gtg pls help number ill come back later see u said haha plz thank u,0,Cluster 1,Negative,Positive
bed able sleep bloody bipolar,0,Cluster 1,Negative,Neutral
havent got mine yet u get,0,Cluster 1,Negative,Neutral
today dan bought bio dome reality bites soundtrack needless say gets mayjah points also tummy happy boo,0,Cluster 1,Negative,Neutral
order pizza pizza girl sing love new song excited new song jb paranoid days,0,Cluster 1,Negative,Neutral
britney spears songs desktop,0,Cluster 1,Negative,Neutral
sanctuarysunday fav character ashley cause shes awesome,0,Cluster 1,Negative,Positive
