text,cleaned_text,labels
 DAMMIT! lets have a private session,dammit lets private session,1
Photo: Great night.  http://tumblr.com/xmo1pgymj,photo great night httptumblrcomxmopgymj,1
"_bbA Ooh, nice  Well I guess not nice at the moment, being windy and rainy. But I like rain",bba ooh nice well guess nice moment windy rainy like rain,1
  but i love your haaaaair!,love haaaaair,1
" awww poor jayk. :[ try to make the drive fun.and eat something soon!have a great show tonight i wish i could go,i live too far",awww poor jayk try make drive funand eat something soonhave great show tonight wish could goi live far,1
I think I`m about to break my own heart. (as emo as that sounds)... meh.,think im break heart emo sounds meh,1
I need to play inFamous... Where`s a free Blockbuster rental coupon when you need one? I miss that Coke Reward,need play infamous wheres free blockbuster rental coupon need one miss coke reward,1
Sickkkk  ....and I need 11/20--NOW.,sickkkk need,1
.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,going fail art final fml far worst semester life school wise otherwise best,2
Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start,somehow alarm became hour fast came realize leaving house feels good early start,1
Seriously. I dont like girls.,seriously dont like girls,1
This is fun !  haha re guy from all American rejects looks like he`s on crack!!,fun haha guy american rejects looks like hes crack,1
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,time wind relax little change world little twitter evening rest others,1
 We don`t have either of those here.,dont either,1
" hahaha. I`m driving, so I leave roundabouts when I wake up tomorrow. Arrive proximately 5 hrs from then.  See ya tmw!",hahaha im driving leave roundabouts wake tomorrow arrive proximately hrs see ya tmw,1
 naw...I`ll keep you in. Turns out you have the odd nugget of wisdom.,nawill keep turns odd nugget wisdom,1
man.....i`m at a loss for words.....looks like i`ma get an unexpected graduation gift.....in a good way,manim loss wordslooks like ima get unexpected graduation giftin good way,1
"Just watched Mall Cop. Wasn`t that funny, but wasn`t too bad. I guess. I kinda wish I still worked at a movie theater....",watched mall cop wasnt funny wasnt bad guess kinda wish still worked movie theater,1
Booo. Finally I could get back on here. My Internet went out,booo finally could get back internet went,1
 Goodnight lolsz,goodnight lolsz,1
 well gracias  haha and why is that? the plays?,well gracias haha plays,1
 that sounds like the scariest zombie dream ever.,sounds like scariest zombie dream ever,1
where is  ???,,1
" See you October! Love the new book, when`s the next one out?",see october love new book whens next one,1
 LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman',lolol think funny people think youre lieing real john barrowman,1
  Thanks darling girl   ****,thanks darling girl,1
: experiencing the unique #Winnipeg tradition known as 'the social'. Trying to pace myself.,experiencing unique winnipeg tradition known social trying pace,1
i miss my daddy,miss daddy,1
stranded @ delhi Airport  flight delayed,stranded delhi airport flight delayed,1
"Hey dude who turned down a flyer, you`re a poser and not nice",hey dude turned flyer youre poser nice,1
Came back from Bishopstorford! Went to my Aunt`s wedding party by the way. It was fun! I got to see my cousins again after about 3 years,came back bishopstorford went aunts wedding party way fun got see cousins years,1
I must be the only fool in twitterland that doesn`t get retweet!!  #sadsville,must fool twitterland doesnt get retweet sadsville,1
" Presentation went well  Yes, I also met a buch of cool people. Checked your portfolio, nice work/details in the projects.",presentation went well yes also met buch cool people checked portfolio nice workdetails projects,1
" except the fact that it`s been raining since Wednesday, and not supposed to stop till Monday. ew.",except fact raining since wednesday supposed stop till monday ew,1
FB is boring   and i wanna sing RIGHT NOW..! *-*,fb boring wan na sing right,1
Back home.  Preheatin` oven before popping in a pizza,back home preheatin oven popping pizza,1
  u guys are soo unfair smh...,u guys soo unfair smh,1
I have no one to go to the spring show with,one go spring show,1
 I`m considering buying one of these. Hence the `Monk' look   http://bit.ly/9VbzG,im considering buying one hence monk look httpbitlyvbzg,1
just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,days left offf httpwwwofffws oeiras portugal see,1
" no idea offhand, but if you keep tweeting about crowdsourcing graphics I`m sure someone will tell you",idea offhand keep tweeting crowdsourcing graphics im sure someone tell,1
Writing out to tape.  #48hoursnz,writing tape hoursnz,1
Feelin a little blue tonight.. Love might be good,feelin little blue tonight love might good,1
everything is good except that neck shot and Steve`s back of the head shots!,everything good except neck shot steves back head shots,1
Got Firefox working again. Now I just have to get back all of my bookmarks...,got firefox working get back bookmarks,1
"_nickj07 Um....Nicks Voice,Smile,Eyes,Laugh,and Hes a Great Rolemodel",nickj umnicks voicesmileeyeslaughand hes great rolemodel,1
"dear  a)stop snoring and b) move from the middle of the bed, please.",dear astop snoring b move middle bed please,1
Nothing to do tonight.,nothing tonight,1
On my way to the burial,way burial,1
 feeling any better hon?,feeling better hon,1
Spendin time with ant before he`s gone for the night,spendin time ant hes gone night,1
"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, & hanging where Jurassic Park was filmed!",yahoo volleyball hiking eating fish eye witnessing sleeping beach jumping rocks hanging jurassic park filmed,1
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,hours sleeping time bed alaskaso far good,1
"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",watching nemecek go computer fun lol keed norms fun,1
 The party has to be moved to next weekend  ..stupid weather.,party moved next weekend stupid weather,1
" Yes it`s herrrrr.  Dude, I`m gonna **** cry.",yes herrrrr dude im gon na cry,1
aww my son gave me a purple g shock for mother`s day,aww son gave purple g shock mothers day,0
Is listening to Prima j - rockstar so dang catchyy,listening prima j rockstar dang catchyy,1
 why thankyou  _garner suggested Fannie Bay (but it is in Darwin),thankyou garner suggested fannie bay darwin,1
 well i miss her i think she would really like it  re:trina,well miss think would really like retrina,1
Presenting today...hope it leads to the ability to move up one day,presenting todayhope leads ability move one day,1
" #avatarcamp photos, perhaps?  lol (just itching to see them!)",avatarcamp photos perhaps lol itching see,1
not feelin so hot,feelin hot,1
_mejer I couldn`t remember what all the different cords meant. I lost half of them leaving the graduation anyway.,mejer couldnt remember different cords meant lost half leaving graduation anyway,1
 Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,ohh emmm geee souvlaki dimitrisi wan na go homeeee lol,1
I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.,spent hour morning going yearbooks see senior started harleton speech boring,2
is off to work,work,1
"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",mobile phone checkin another fail americans service came close crashed gate im,1
Last day I`m LA. I am so so sad,last day im la sad,1
oops i did it again...really shouldnt have.,oops againreally shouldnt,1
will continue my dramathon! episode 14 here i come!,continue dramathon episode come,1
 College cops: they get suspicious when they see more than one person in a group together.,college cops get suspicious see one person group together,1
"Im feeling so nostalgic. Im sad. But happy. I don`t now how to feel. It`s over, but not at the same time. It just feels over.  i love you.",im feeling nostalgic im sad happy dont feel time feels love,1
" I do too, but not heavy rain, which we`ve had 4 more than a wk.",heavy rain weve wk,1
"yay! boxing!! although after the boxing, sparring & eating, have to spend the rest of the evening troubleshooting java code for hw.",yay boxing although boxing sparring eating spend rest evening troubleshooting java code hw,1
 I suppose it has a certain 80`s charm. I`d personally hold out for the motorola 8 track phone. I like my phones chunky,suppose certain charm id personally hold motorola track phone like phones chunky,1
 what do you mean jorx?,mean jorx,1
I hope they re-run this nerdprom later-  sounds like they`re having LOTS of fun.  Thanks all for the play-by-play,hope rerun nerdprom later sounds like theyre lots fun thanks playbyplay,1
in my room its too **** warm! windows open but im still cooking !,room warm windows open im still cooking,1
" Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!",good morning aww sorry stuck airport hours,1
"  Yeah, I should at least try myself.  Have a good night & visit with the Chiro tmrw!",yeah least try good night visit chiro tmrw,1
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,sooo gooooood wood ranch bbq time dian deng pao,1
i wish i could of been at commencement this yr  i wonder if they`re really going to protest.,wish could commencement yr wonder theyre really going protest,2
never part of these follow fridays,never part follow fridays,1
 heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,heard slutted im totally jealz missed maybe next time,1
" Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG",poor buddy teased mini puggy think need pughug,1
 You don`t have to rub it in.,dont rub,1
" Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",married silly man done long ago read tweets barely escaped wout paying alimony,1
 i can`t wait! its most definately going to be amazing.  <3 michelle,cant wait definately going amazing michelle,2
Reminising on such a wonderful day yesterday with my family and my love.  Nothing like shooting some basketball with the men in my life,reminising wonderful day yesterday family love nothing like shooting basketball men life,1
 guess its a no go girlie. I`m still at the gym and work at 6:30am,guess go girlie im still gym work,1
 **** - doesn`t show how people are more conservative in blackjack,doesnt show people conservative blackjack,1
Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,operation mischevious pinwheel commence min lol waiting ed show,1
****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!,long shift tonight really sleep im tired nice talk jon work got ta love boy,1
Is actually workin the weekend...Not for it,actually workin weekendnot,1
wish i didnt have to go to work tonight,wish didnt go work tonight,1
 hey dude im finishing my lullaby  dude i saw a pic of you w/ long hair umm lets just say keep it short ha,hey dude im finishing lullaby dude saw pic w long hair umm lets say keep short ha,1
 weekend is going great  Yours?,weekend going great,2
 Oh no,oh,1
Sad face moment of the day,sad face moment day,1
@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,happiness chinese totally disappointed food usually good fail,1
this is my second to last biology and the first time that i have ever been on time. Haha.,second last biology first time ever time haha,1
"had cold rock, choc mint+bubblegum+cookie+flake+nerds= YUM!!!! XD .  had a fun day.",cold rock choc mintbubblegumcookieflakenerds yum xd fun day,1
 I`m not posh enough to read Tatler,im posh enough read tatler,1
right. coursework now. PROMISE,right coursework promise,1
Great album..lucky to have this on vinyl.  ? http://blip.fm/~5jhtv,great albumlucky vinyl httpblipfmjhtv,1
" I`m just a couple bus stops away from an LC, but I didn`t realize that until about a month or so ago",im couple bus stops away lc didnt realize month ago,1
_J heehee. i love you! i am tired.,j heehee love tired,1
Wish I was at sri panwa now,wish sri panwa,1
"Phone with Kayla, Johnathan, and Cisco!  Woo!",phone kayla johnathan cisco woo,1
I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,im christine im friggin shopaholic check new coat promise someone wouldnt spend weeks buying,1
after pub lunch am now going to daughters for tea life is good,pub lunch going daughters tea life good,2
 sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,sorry didnt message yet couldnt get thoughts straight tomorrow ill try goodnight,1
 Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible,right im stickler correct dpi export color value im going dig find possible,2
 thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****,thanks reading blog laughing perils tragedies cries,1
 ps- are you a doctor or swine flu paranoid??,ps doctor swine flu paranoid,1
  lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,lost luggage sorry hear check selection travel luggage httpbudurlcommua,1
@ Ember with Dante... I have so much fun with him  can I smile any harder...,ember dante much fun smile harder,1
No churchill downs for me tomorrow,churchill downs tomorrow,1
"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",sitting katies house jo two away stuff swine flu bronchitis thats diff story,1
 *hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti,hugs im glad got spend time mom free tonight drop spaghetti,1
"today i was so happy got i got off school early, but now i`m bored!!",today happy got got school early im bored,1
"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!",nice concert yesterday nice location nice people great bad cold since yesterday night sick sucks,1
"Ouch, my back. Man I`m sick",ouch back man im sick,1
 Major Fail. Since you asked,major fail since asked,1
" aw, that`s cute",aw thats cute,1
  *hugs*,hugs,1
"Im soo happy Kellz is back from TN, we bout hang out  all the time",im soo happy kellz back tn bout hang time,1
oh my. i have to play cluedo.,oh play cluedo,1
Friday and it`s raining,friday raining,1
"  i love you,i love you,i love you -you`re the most beautiful and sweet girl ever.",love youi love youi love youre beautiful sweet girl ever,1
_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins)  I`m glad I get to keep it,ho naw mins bug tanks would stop spawning mins im glad get keep,1
 You have a DM amigui,dm amigui,1
no food since woke up.,food since woke,1
trying to win tickets! com`on dc101...,trying win tickets comon dc,1
 just got home lng.,got home lng,1
Missing you all deeply,missing deeply,1
Yay for bank holidays,yay bank holidays,1
"I`m sending a Happy Mama`s Day shout to the greatest Twit-mama ever to ... U kick ****, all day - everyday! Lovely sons!!",im sending happy mamas day shout greatest twitmama ever u kick day everyday lovely sons,1
" ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in",ahh seen drop tossed thinking turn,1
I don`t like waiting,dont like waiting,1
" It Was The Best Evar & My First,, You Didnt Awnser Any Of My Questions  xoxo",best evar first didnt awnser questions xoxo,1
two months from today till I`m Mrs. Josiah!! ahhhH!,two months today till im mrs josiah ahhhh,1
" Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon.",hey maria im sorry think accidentally disconnected thank much trying headed site soon,1
is cute,cute,1
boo for all the season finales..,boo season finales,1
" Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I`m soo excited for 6th June, as its my bday aswell!",ahhh knowww saw may th th newcastle good im soo excited th june bday aswell,1
Taking the dog on a walk..the weather is perfect rite now  _p sucks becuz she didn`t come with me hahaha,taking dog walkthe weather perfect rite p sucks becuz didnt come hahaha,1
Maaaan... it is way too nice outside to be in here working.,maaaan way nice outside working,1
is going out in the rain,going rain,2
_ming  me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny,ming gg summer sch though attachment yan go see blog check msn ask kinny,1
" I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",wish could pole got space maybe throw furniture get pole,1
Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,good morning sunshine tiime chooool lol bbl,1
" oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)",oh thas cool know kinda knew bouts cuz ericson haha guys together x,1
 i didn`t get to chat!   .  oh well.  time to eat a praline.,didnt get chat oh well time eat praline,1
Bit devastated that I lost my entire documents folder on my home computer.,bit devastated lost entire documents folder home computer,1
 I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go,may us case ill attend back cant afford go,1
 i have tickets worth about 70 KD - about 880 Derham - for ta`3yeem my car`s window,tickets worth kd derham tayeem cars window,1
 next time you are around please let me and  know and we will take you for lunch too,next time around please let know take lunch,1
**** im so bummed out right now....nobody loves me,im bummed right nownobody loves,1
LOL OMG  replied back to me out of all ppl!! THX,lol omg replied back ppl thx,1
LOVED Britain`s got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can`t say I noticed?!!,loved britains got talent last night shaun greg amazing hot toocant say noticed,1
 It`s well good!!,well good,1
 hi I`m goin to see you on wednesay at shepards bush,hi im goin see wednesay shepards bush,1
 hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!,hahah except haley gets hit car yay leyton,1
 I love catching people singing in their cars. Even better if they`re dancing,love catching people singing cars even better theyre dancing,1
"It`s official, I`m finally getting grey hairs at 36  #fb",official im finally getting grey hairs fb,1
break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',break packing watching office pam woken didnt look cute thats knew meant,1
" we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",two small dogs good hear center parcs wd take cruising new york queen mary real treat,1
"'I only think of you as breaking my heart, I`m trying to keep it together but I`m falling apart.'",think breaking heart im trying keep together im falling apart,1
frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor,frustrated found sitter isnt avail tonight tkd test guess good thing im married instructor,1
that`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...,thats whole lot rainstorm goin maybe wont go tonight,1
" Its sunny atm, need to drop my brother for his classes later, so will find out then",sunny atm need drop brother classes later find,1
see I told you  I`m updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,see told im updating personal site lots goodies check come httpwwwdennisgomezcom,1
busy exam week coming up! always look on the bright side of life  *whistle*,busy exam week coming always look bright side life whistle,1
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,hahahahah woke today totally missed lecture quiz open lab useless chipotle w silvera jenny greeat,1
heading off to schoool. going to have a good day. i just knoww...,heading schoool going good day knoww,2
Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don`t need the snack anyway.,went vending maching get bugles bugles perhaps sign dont need snack anyway,1
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,completely forgot mothersday today lol happy mothersday beautiful mums,1
Poor Johnny is sick   Looks like he`ll be going to the vet tomorrow,poor johnny sick looks like hell going vet tomorrow,2
I want a fake BLT....,want fake blt,1
 there is no sale in Botega...,sale botega,1
Happy Mother`s Day,happy mothers day,0
"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",going work ill home im going look camera since must lost house everyone wonderful day,2
I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,wasnt going go tonight looks like ill heading main street,2
 just called me a cheeseburglar. He made me sad,called cheeseburglar made sad,1
 Thanks  your my first lol,thanks first lol,1
_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,taffjones oh andnevar use kde made fail,1
i don`t know !!,dont know,1
 1 pm...,pm,1
Trying to find a foreign place in a foreign town  i have being lost,trying find foreign place foreign town lost,1
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,ended face face bear driving home evening sadly took woods hauled cameraphone,1
got caught in the rain outside. now im cold bbbbrrrrrrrrr,got caught rain outside im cold bbbbrrrrrrrrr,1
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,gave brother hug goodbye took load furniture away house took mattress like,1
_cass my throat hurts today.  blahhh.,cass throat hurts today blahhh,1
Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left,round two vega vanilla chai flavor realized days left,1
 Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!,indeed thanks sharing go sleep giggling night,1
 follow her shes lonelyyyy,follow shes lonelyyyy,1
Home from the mall  & got mommy`s gift for tomrrow,home mall got mommys gift tomrrow,1
"  - Guess POTUS will be able to do more digging & folo up on the SS nomination. He`s in a good pos 2 do that,",guess potus able digging folo ss nomination hes good pos,1
Ugh... I definitely speak too soon...,ugh definitely speak soon,1
"@_erica Yea, its tough to keep it going. Sometimes I`m not sure its worth it.",erica yea tough keep going sometimes im sure worth,2
I`m completely exhausted thanks to yesterday.  Can I go home yet?,im completely exhausted thanks yesterday go home yet,1
cleaning time,cleaning time,1
" that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",happened often hated every time moved name thought id love moved soon,1
 morning  hope u r well.. i`m off to bed soon!,morning hope u r well im bed soon,1
going to bed happy mothers day people,going bed happy mothers day people,0
"Yes, he`s really back!: I couldn`t wait for this day to arrive and finally it`s here! Gale is back!!!  I`m pos.. http://tinyurl.com/dzzaf5",yes hes really back couldnt wait day arrive finally gale back im pos httptinyurlcomdzzaf,1
. you left me first .. and left your bed here for me to look at,left first left bed look,1
 Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,ugh tros ive never found way combat weird,1
 My ex-colleagues from Shaanxi kept boasting of their native noodles. So I`m REALLY curious about Shaanxi food.,excolleagues shaanxi kept boasting native noodles im really curious shaanxi food,1
 ooooo i love pretty feet,ooooo love pretty feet,1
can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz,cant chat since go school httptinyurlcommfdz,1
 he thinks he`s a gangsterrr  his **** don`t even fit in G Unit. & I know :| ))))),thinks hes gangsterrr dont even fit g unit know,1
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancer ...",im believe ive tried im ginger freckles join face thats get bottle cancer,1
 it`ll probably come out like I`m drunk or something...I`ll be so nervous!! LOL...thats why we will be there to help eachother,itll probably come like im drunk somethingill nervous lolthats help eachother,1
doing more uni assignments,uni assignments,1
 yeah ill be on verizon... so those are my two options right now...,yeah ill verizon two options right,1
i wish my drems could come true,wish drems could come true,1
 LOVE your show  !,love show,1
time to go swimming in the freezing water at kalies. yeah!,time go swimming freezing water kalies yeah,1
 yeah  and _LilJess_x did only ones that care for me,yeah liljessx ones care,1
 Thanks!  I am doing good... Did you read any of my blog posts?,thanks good read blog posts,1
 **** i got a **** of hw to do 2nite,got hw nite,1
3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,tweeets fgs tweekdeckkk hates cryyyy,1
Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',someone stole new laptop airport havent even used guess us economy breeding new set opportinists,1
 I scare you? No!,scare,1
" heh, i meant differences between b3 and b4",heh meant differences b b,1
loving Mondays for so many reasons!,loving mondays many reasons,1
 any chance you might come back to moncton? i had to miss the show tonight,chance might come back moncton miss show tonight,1
_nicole http://twitpic.com/4t6qx - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,nicole httptwitpiccomtqx exact pic except hubby chihuahua tucker cute,1
"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )",sko next time go online show club owner ean golden video hahaha fan mention,1
"Well if you actually went and got your drivers license you wouldn`t have to worry about the bus being ****, haha.",well actually went got drivers license wouldnt worry bus haha,1
"I left a chocolate egg sitting in my office, and now it`s calling my name......................",left chocolate egg sitting office calling name,1
todays weigh in....  only lost 1/2 pound this week :o depressing,todays weigh lost pound week depressing,1
 living quite so close to RAF boulmer that might not be a good thing,living quite close raf boulmer might good thing,1
 Too bad we`re in Sweden where Up isn`t up on the theaters  here until October,bad sweden isnt theaters october,1
 Gotta love skype! Make sure you get their new update!,got ta love skype make sure get new update,1
" Ohhh french tip! My fave, my nails aren`t long enough yet tho  Ill ask the manicurist",ohhh french tip fave nails arent long enough yet tho ill ask manicurist,1
has the greatest friends in the entire world,greatest friends entire world,1
 *whew* Ok good.I really don`t want that too happen. All my friends loved it. Can`t wait to talk about it monday in class.,whew ok goodi really dont want happen friends loved cant wait talk monday class,1
Boooo Animal collective is already sold out.  Guess I`ll be missing that show,boooo animal collective already sold guess ill missing show,1
 ah . thanks .. appreciate it,ah thanks appreciate,1
"We just crossed into the golden state, its nice being home",crossed golden state nice home,1
 peace & quiet.  Enjoy it while it lasts!,peace quiet enjoy lasts,1
my dark knight dvd is missing   i`m pissed,dark knight dvd missing im pissed,1
 not helping!,helping,1
" Got tickets for your gig in Glasgow, gutted we have to wait til November though",got tickets gig glasgow gutted wait til november though,1
" I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where`s Kelly Kapowski",saw slater mtv show think wan na dance slater like wheres kelly kapowski,1
" I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",ill watch soon love new york sweet ill lookout,1
"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",woke sore throat work tonight grad practice morning hanging family graduating high school,1
 I am blessed beyond measure,blessed beyond measure,1
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,work morning friends get party upstupid bberry lite flashing red messages,1
"Dad`s retelling his saskatoon m&g story, love hearing what the guys said to him  I never heard any of it",dads retelling saskatoon mg story love hearing guys said never heard,1
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,gettin check outta school cause im siccck goin pick jimbbbbo,1
 I agree  pre decided I think...,agree pre decided think,1
  Hope you get to spend the weekend at home.,hope get spend weekend home,1
_buns awesome! thank you,buns awesome thank,1
I found out thro mama,found thro mama,1
 anytime buddy  I c u @ 701!,anytime buddy c u,1
just did my bit to stimulate the economy,bit stimulate economy,1
Dans public transport again and have decided it`s just everything north of London that`s utter **** these southern trains are alright,dans public transport decided everything north london thats utter southern trains alright,1
happy mothers day to all those special moms out there.... i luv u mommy!!,happy mothers day special moms luv u mommy,0
Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,happy belated birthday billy forgot say bday feel aweful,1
"We picked up Boston Legal season 5, enjoying it now.  No matter how offensive Denny can be, I love Denny Crane!  He is a riot.",picked boston legal season enjoying matter offensive denny love denny crane riot,1
is soooo over school...maybe sick..all week *evil laugh*,soooo schoolmaybe sickall week evil laugh,1
chillaxing really  Yeah man hehe,chillaxing really yeah man hehe,1
#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,vancouver gets tough slum landlordsew backed sewage httpbitlyurvv httpbitlyurvv,1
 rest well!,rest well,1
"Awake, no migrane (yey) but tummy is hurting, evil IBS",awake migrane yey tummy hurting evil ibs,1
What happened to the warm?  I will commence pouting until it returns READYSETGO,happened warm commence pouting returns readysetgo,1
i got stung. by a bee.,got stung bee,1
Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,sitting home watching atl time todayy waiting jess come like go get marg head later second sat,1
im feeling like ish!  i just wanna go home and go mimis,im feeling like ish wan na go home go mimis,1
 I`ll try but silly silly tweetdeck being mean to me again,ill try silly silly tweetdeck mean,1
http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,httptwitpiccomjalj morning world healthyliving update weight morning kg st lbs going right direction,2
" They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",actually use standard speaker wire standard terminals soldering involved anything,1
oh what a night love me some aces,oh night love aces,1
 gaah rain for tomorrow,gaah rain tomorrow,1
Still working,still working,1
i didnt get paid this week  roll on tuesday,didnt get paid week roll tuesday,1
 what was it? I missed it.,missed,1
" I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it",mailed help got reply right didnt get probly mean wont get,1
 I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the pic!,knew something wrong guy confirmed thanks pic,1
"_Is_Here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home..",ishere oh hun im sorry everything youve last thing deserve unhappy home,1
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there`s a $590 repair and still no tires.,ugh poor beautiful girl went new tires inspection sticker theres repair still tires,1
"It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.",awesome know people think takes make nashville offer help want,1
t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,tinternet blackberry fooked checking tweets whether phill taken request,1
 You and your Yuotube links.  DENIED at work.,yuotube links denied work,1
is cheering on the Arsenal Ladies!!    and missing my M...x,cheering arsenal ladies missing mx,1
Back to work today but I don`t even mind.,back work today dont even mind,1
   god peppermint mochas frappachinos are amazing...  and addicting,god peppermint mochas frappachinos amazing addicting,1
"It`s Happy Star Wars Day, LOL.  May the force be strong with you all.",happy star wars day lol may force strong,0
HD full again...  http://plurk.com/p/x2eb3,hd full httpplurkcompxeb,1
Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best <3,good morning guys dont forget today mothers day mommy love youre best,0
 that story reminds of living in Portugal,story reminds living portugal,1
: probably not  I want to go home,probably want go home,1
Dimples was in the preview... are they not on today?  It hasn`t aired here yet... via http://twib.es/CPF,dimples preview today hasnt aired yet via httptwibescpf,1
" i love your music  especially the fight, thats a awsome song by far !",love music especially fight thats awsome song far,1
 All the best with the Cup Final today. Have fun,best cup final today fun,1
Does not feel good at all today,feel good today,1
missing his voice,missing voice,1
" I am UCE, I did my PGCE there   went to Leicester for my main degree though ...",uce pgce went leicester main degree though,1
