text,cleaned_text,agg_labels
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,mothers day minutes west coast time happy mothers day mothers,1
Happy mother`s Day!!!! No gift to your mother can ever equal her gift to you - life,happy mothers day gift mother ever equal gift life,1
happy mother`s day to all the moms out there. i hope i never join that crowd,happy mothers day moms hope never join crowd,1
happy mother`s daaaaaaaaay,happy mothers daaaaaaaaay,1
"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",happy mothers day ladies moments cherish children today let moments cherish return,1
Happy Mother`s Day to every single mom out there. I love my mommy,happy mothers day every single mom love mommy,1
Happy Mothers day  <3,happy mothers day,1
Goodnight!  Happy Mothers Day!,goodnight happy mothers day,1
" You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!",got yaaay really worried phone wouldnt fit glad happy mothers day lol,1
may the 4th be with you! HAPPY STAR WARS DAY!,may th happy star wars day,1
Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,today wrote two songs one temple probably never perform ever one mothers day happy vesak everyone rena xoxo,1
Happy Mother`s Day :] I lovee you mami,happy mothers day lovee mami,1
 Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,good morning david happy mothers day mom lol bad u cant awesome,1
: So wonderful to spend Mother`s Day with my mum.,wonderful spend mothers day mum,1
Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,listening lady gaga relatives left mothers day celebration,1
"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",word call mom lot yall happy mothers day love,1
wish all the mother in the flatworld have a happy & awesome mother`s day,wish mother flatworld happy awesome mothers day,1
Happy Mothers Day to all Mothers every where,happy mothers day mothers every,1
Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered,wishing moms world happy relaxing mothers day may get spend day feet pampered,1
you know what`s today? no? it`s the Star Wars day you ****!,know whats today star wars day,1
" yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL",yep mothers day well family ignore celebrating every day lol,1
Happy Mother`s Day to the tweetin` mamas  Nite tweeple!,happy mothers day tweetin mamas nite tweeple,1
"Repeat final seconds of Game 3 Dal-Den please! **** THOSE OFFICIALS. :| Anyway, happy mothers day.",repeat final seconds game dalden please officials anyway happy mothers day,1
happy mother`s to all the moms out there..,happy mothers moms,1
Happy Mothers Day to All the Mom`s out there!! We Love You!!!,happy mothers day moms love,1
Happy Hug Your Mom Day!! love you mom,happy hug mom day love mom,1
says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh,says happy mothers day moms httpplurkcompsvdsh,1
Good Morning everybody and happy Mothers Day!!!!,good morning everybody happy mothers day,1
" Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",peace bro thanks music proudly representing father happy mothers day,1
" Thanks hon, doing great and yourself? Happy Mothers Day",thanks hon great happy mothers day,1
TIRED! goodnight twitter  its mother`s day  happy mother`s day  lov my moomy <3 yayy! God Bless.,tired goodnight twitter mothers day happy mothers day lov moomy yayy god bless,1
Happy Mother`s day to MOMMY,happy mothers day mommy,1
Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),home last happy mothers mothers special thanks father bought tulips princess adult swim time anime,1
"Christa`s Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e",christas mothers day card deep build phase photo httpbkitecomke,1
Wishing everyone a Happy Mother`s Day.  xoxo,wishing everyone happy mothers day xoxo,1
 Happy mom`s day to you too,happy moms day,1
Good Morning and Happy Mothers Day everyone,good morning happy mothers day everyone,1
Happy Mother`s Day to all the American mamas!,happy mothers day american mamas,1
To all mothers in the world : happy mothers day,mothers world happy mothers day,1
"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I`m a total dork.",btw happy star wars day may fourth roflmaoyes know im total dork,1
happy mother`s day! I love you mama,happy mothers day love mama,1
Happy Mothers Day. Take ur mothers into a special place.,happy mothers day take ur mothers special place,1
 Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,happy mothers day hope tom got something special enjoy day xo,1
Happy Mothers Day to Heidi Klum,happy mothers day heidi klum,1
Wishing all Mothers Happy Mother`s Day,wishing mothers happy mothers day,1
So grateful for my amazing family. How blessed am I. Happy Mothers day everyone,grateful amazing family blessed happy mothers day everyone,1
Happy Mother`s Day to all you mother`s in Twitterville!,happy mothers day mothers twitterville,1
Happy Mother`s Day to every mommy out there,happy mothers day every mommy,1
  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,morning happy mothers day miz thank lance,1
 happy mothers day ang,happy mothers day ang,1
" its not mothers day on the west coast, tyvm",mothers day west coast tyvm,1
Happy Mothers Day mom!  I love you!,happy mothers day mom love,1
 Happy Mother`s Day ~ Did you watch SNL?  If not U missed a hoot with Jimmy Fallon,happy mothers day watch snl u missed hoot jimmy fallon,1
Happy Star Wars Day // Will Week,happy star wars day week,1
Happy mother`s day nfty!!!!!!!!!!!!!!!!!!!!!!,happy mothers day nfty,1
 mothers day gift,mothers day gift,1
Happy Mother`s Day !,happy mothers day,1
Happy Mothers Day to all the Mommys.,happy mothers day mommys,1
Happy Mother`s day to all mum`s in america,happy mothers day mums america,1
