text,cleaned_text,agg_labels
 Jars was gonna be my answer,jars gon na answer,2
Ugh what an amazing night. Time for bed! I know i`m gonna sleep well. And with no getting up early!  good night!,ugh amazing night time bed know im gon na sleep well getting early good night,2
Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain,aright twitter fam guess ima outties gon na try n sleep horrible pain,2
 Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast,never usa would great cruisetour next year whatever gon na blast,2
" *waving* you wanna come get Diablo, he barked so much til he made himself sick",waving wan na come get diablo barked much til made sick,2
"Gonna miss you Nanna & Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel",gon na miss nanna bampa going lake disdrict omg got disney channel miss baby matt love x mitchel,2
" How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",vote wont let says closed votes category wan na vote,2
 I`m gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him & I`m taking it personal and I like lebron 2.,im gon na havta temp stop fllwing u ur talkin abt kobe bc loveeeeeeee im taking personal like lebron,2
 you are such a beautiful bride! you`re gonna love the married life. it absolutely rocks! congrats to you both.,beautiful bride youre gon na love married life absolutely rocks congrats,2
" was it for the vma`s? i guess so.. also wanna go to london in june for demi lovato concert, but no one`s going with me",vmas guess also wan na go london june demi lovato concert ones going,2
_Obsession lol but its only gonna be 80  the water will prob be cold as heck...,obsession lol gon na water prob cold heck,2
GREG NOOOOO DON LEAVE ME  U SHUD HAVE GONE THROOOOOOOOOOOOOO!!!!!! im gonna find u restaurant don`t worry lol  cry cry cry,greg nooooo leave u shud gone throooooooooooooo im gon na find u restaurant dont worry lol cry cry cry,2
" Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far away.",well yeah mom doesnt wan na drive way sac far away,2
 (votes) sadly no.. but did you vote for my log yet?  I`m gonna vote for yours,votes sadly vote log yet im gon na vote,2
 ur gonna be missed you know  but i hope things will be better for you,ur gon na missed know hope things better,2
I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas,feel sorry male singers never gon na great zac hanson pooorr fellas,2
im still waitin for my girl to come home...i wanna go shopping,im still waitin girl come homei wan na go shopping,2
back to school! feels like its gonna be a great day,back school feels like gon na great day,2
"Ate Mandy, please forgive me. I really am sorry. I don`t wanna lose my Bff",ate mandy please forgive really sorry dont wan na lose bff,2
Good morning my sexy twitter how`s yall doing??? I`m gd but it`s like 7:49am n I still wanna sleep,good morning sexy twitter hows yall im gd like n still wan na sleep,2
 I miss you already. All the sad faces you texted me were seriously gonna make me cry.,miss already sad faces texted seriously gon na make cry,2
"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",miss ya boyfriend gon na see ya brtt,2
"Graduation tonight  I`m gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",graduation tonight im gon na miss boysmikey dustin miles charlie travy nicky john jake boysi love guys,2
 just stop talking if ur gonna be that mean,stop talking ur gon na mean,2
Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,muay thai awesome im gon na sore morning feel like bad eating junk tho,2
just finished YSC runthrough for service! It`s gonna be awesome!  - http://tweet.sg,finished ysc runthrough service gon na awesome httptweetsg,2
"_mcc bye, Scotty!  i`m gonna miss you. ily<333",mcc bye scotty im gon na miss ily,2
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,dont wan na get bed wan na go back sleep open store work though,2
 I WANNA GO.,wan na go,2
 He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,hes gon na mothers day ever notice papa looks like squiggy laverne snd shirley love,2
"aw! I`m gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I`m gonna start all over",aw im gon na miss old name nick jonas shontelle layne sean kingston replied old username im gon na start,2
 Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry `bout your ring,guys gon na get metal detector brickmans saw chad ask davey fb sorry bout ring,2
"Just had some strawberries for afternoon snack, I love strawberries!! Gonna make a strawberry smoothie tonight after the gym",strawberries afternoon snack love strawberries gon na make strawberry smoothie tonight gym,2
Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,got back doctor dont need surgery yayyy knees still gon na get better,2
fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,fully understands cats cabin fever holy really wan na outside,2
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,today gon na go shopping tminus days til cuuuba,2
 You`re a real ****. I`m gonna slap you in public.,youre real im gon na slap public,2
last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,last day school last concert life wow say emotional im really gon na miss mhs graduation practice today,2
Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,finally gon na try fall asleep goodnight like morn sleep,2
" How BOut What Your Doing Now, or what you gonna do today  lol",bout gon na today lol,2
(sigh) guess we`re not gonna meet up today.,sigh guess gon na meet today,2
happy mothers day to all..im gonna help mine right now.she deserves it..you guys should too..,happy mothers day allim gon na help mine right nowshe deserves ityou guys,2
I`m gonna miss them so much  I`m crying right now... :/,im gon na miss much im crying right,2
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,gon na get ticket las vegas today got ta check milage cant wait till august,2
 ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !,thanxxx message wan na leave bye,2
 mama the boys gon be sweating her hard in Pre K  lol muah,mama boys gon sweating hard pre k lol muah,2
Finally home  Gonna hit the hay n sleep till noon lol,finally home gon na hit hay n sleep till noon lol,2
 http://www.CultureShockMag.com  shoutz 2  the mix on the site is gonna b nervvoouuss,httpwwwcultureshockmagcom shoutz mix site gon na b nervvoouuss,2
at work. these five year olds are gonna keep me young.,work five year olds gon na keep young,2
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,mock ap chemistry exam today central park gon na ap chem v ap bio tournament,2
" As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",appealing fact would hop pretty quick dont wan na impose sacred bday hun ur friends,2
 u have a lot  but the bad thing is we r gonna have finals all next week,u lot bad thing r gon na finals next week,2
"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82",says hours go uwian na phplurkcom httpplurkcompsun,2
"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/",wan na read something recommend httpestrellaazulwordpresscom,2
cook ; do you wanna measure my ****? its daddy-size.,cook wan na measure daddysize,2
Were at citibank I thought we were gonna go to grannys house but were no,citibank thought gon na go grannys house,2
gonna go outside with my daddy... gonna take a ride with his new triumph!,gon na go outside daddy gon na take ride new triumph,2
"I`m just to far from where you are, I wanna go home...",im far wan na go home,2
"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year",gon na miss gon na want back gon na wish days hadnt gone fast true already miss year,2
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",wow serious hard time sleeping decongestant keeping wide awake wan na sleep,2
"gonna head to bed then work, then moncton to see Jill",gon na head bed work moncton see jill,2
 my gut feel says its gonna be a boy ababa,gut feel says gon na boy ababa,2
I wanna go shopping!! I don`t get paid till next week!!,wan na go shopping dont get paid till next week,2
Anyone want my chocolate nutella mochi? Its just gonna go to waste,anyone want chocolate nutella mochi gon na go waste,2
: Where did you get a copy? I wanna watch that also.,get copy wan na watch also,2
Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,waking workinghappy gon na great day today see itand im sore running yesterday,2
 you`re not gonna paint me? oh well  ;),youre gon na paint oh well,2
"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",ff later busy making plans today beshie gon na dc june bball game,2
 not gonna ask what a boom boom is!  morning.,gon na ask boom boom morning,2
**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,im gon na miss grand prixim going try sneak back room,2
 Yeaup. I was gonna tell ya that,yeaup gon na tell ya,2
" if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",register youll able buy prepresale next year saturdays gon na mayhem internet wake early girl,2
"ï¿½ï¿½h. iï¿½m gonna go in the 'big' house now, borrow my sis guitar and play and maybe write",h im gon na go big house borrow sis guitar play maybe write,2
I don`t wanna be single the rest of my life,dont wan na single rest life,2
"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i`m climbing the: mt. numbers.",brain gon na explode minute full numbers cliiimb j im climbing mt numbers,2
 Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,glad ts brought sorry ur foot shortyur gon na relax wit heels,2
Having horrible nightmares not gonna go back to sleep,horrible nightmares gon na go back sleep,2
 im probs gonna have to wait until it comes out on dvd  x,im probs gon na wait comes dvd x,2
   Woot! lol  It`s gonna be hard to send this one back,woot lol gon na hard send one back,2
 o iight we gonna miss you tonight,iight gon na miss tonight,2
I don`t wanna be a **** when I go to Europe. Need to eat right but it`s so difficult,dont wan na go europe need eat right difficult,2
 aww...  try to rest na lang muna... ^^,aww try rest na lang muna,2
gonna get a tan. i am so white,gon na get tan white,2
"is @ school, we`re gonna learn how to use skype",school gon na learn use skype,2
i wanna go out,wan na go,2
"It started out so lovely this morning, now looks like it`s gonna chuck it down",started lovely morning looks like gon na chuck,2
i wanna good breakfast with   school is wiggity whack!,wan na good breakfast school wiggity whack,2
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,love thomasi always respect support decisionand ill miss youre gon na amazing things,2
 i wanna play  golf,wan na play golf,2
 i`m totally gonna have money to actually buy a pair of shoes this time,im totally gon na money actually buy pair shoes time,2
I wanna see that movie 'Keith' with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,wan na see movie keith jmccartney looks sooo good none video stores carry,2
"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!",time get ready wrk ahhhh dnt wan na goooo,2
"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me",oist st tym di pa ko nd tym may sakit na siya dont blame,2
I wanna be out in the sunshineeeeeee,wan na sunshineeeeeee,2
 A week away from 21 huh!? So what do you wanna sip on - I got `cha! Shhh... we won`t tell  Love you!,week away huh wan na sip got cha shhh wont tell love,2
i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz,im gon na miss live comet action tomorrow go take care cousins dont access interwebz,2
" just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",got gon na go upto bed sec drunk im disgusted haha,2
 i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.,miss gon na irvine liz reminiscing adventures,2
"Urghh, I`m gonna do my project now  don`t wanna waste valuable weekend time",urghh im gon na project dont wan na waste valuable weekend time,2
 yeah... it`s gonna be a long while for me.,yeah gon na long,2
Gonna run to the gym to get my workout in before my really f`kin big pile of mulch arrives at around 8 or 9am! I`m excited about my mulch,gon na run gym get workout really fkin big pile mulch arrives around im excited mulch,2
"gonna be in bed soon as Friday`s over soon,   would like to plug in!!",gon na bed soon fridays soon would like plug,2
just got out of the pool!!   so fun..now gonna watch tv and do stuff on the computer. (:,got pool funnow gon na watch tv stuff computer,2
I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,think im gon na try go vegetarian againand soda majorly cutback beertoo many carbsbut yummyyy,2
I soo wanna eat McDonalds Fries,soo wan na eat mcdonalds fries,2
 I still have them!! Yay! Gonna eat some now,still yay gon na eat,2
"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",france gon na spend time sun overcome negative reaction yep netherlands good luck,2
in science class right now... urgh... stupid project.. don`t wanna go to track after school! too tired!  lol,science class right urgh stupid project dont wan na go track school tired lol,2
Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,idk yet gyrl wan na go soon thobut want tweeps,2
i wanna leave work already! Not feelin it 2day,wan na leave work already feelin day,2
"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",im defying gravity nobody alll oz wizard ever gon na bring,2
I wanna live in a world where Vanessa Hudgens and Zac Efron get back together,wan na live world vanessa hudgens zac efron get back together,2
Watching #thankyouobama on @user this @user 'u make me wanna' remix using that sweet sable 'old times sake' beat was 🔥🔥🔥very unexpected,watching thankyouobama u make wan na remix using sweet sable old times sake beat unexpected,2
@user I wanna sue the electoral college. Someone is...I asked if it could be class action.  U R legal eagle..can we?,wan na sue electoral college someone isi asked could class action u r legal eaglecan,2
